sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	1 Cognitive Science-A 	98 Education-Credit 	1A Chemistry-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-A 	1 Italian Studies-A 	10 Computer Science-A 	3AL Chemistry-A 	3A Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	2 Italian Studies-Credit 	61A Computer Science-A 	R5B Scandinavian-A 	3BL Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	70 Computer Science-A 	sem 4: 	major: ['Cognitive Science']: 	3 Italian Studies-A 	132 Philosophy-B 	61B Computer Science-A 	197 Education-Credit 	C127 Cognitive Science-A 	140AC Education-A 	sem 5: 	major: ['Cognitive Science']: 	1AL Biology-A 	1A Biology-A 	9F Computer Science-Credit 	C100 Cognitive Science-A 	100 Linguistics-A 	4 Italian Studies-A 	C61 Molecular & Cell Biology-A 	sem 6: 	major: ['Cognitive Science']: 	131 Integrative Biology-A 	131L Integrative Biology-A 	N140 Psychology-A 	sem 7: 	major: ['Cognitive Science']: 	61C Computer Science-A 	8A Physics-A 	131 Cognitive Science-A 	188 Computer Science-A 	198 Computer Science-Credit 	133 Psychology-A 
label: 	['12 Italian Studies', '186 Computer Science', '8B Physics', '160 Computer Science']
label: 	['131A Statistics', '2 Slavic Languages & Lit', '1B Mathematics']
predict: 	['3 German', '13 Art Practice', '24 History', '20B Arabic', 'R5B Anthropology', 'R5B Scandinavian', '40 Music', '42 Env Sci, Policy, & Mgmt', '20B Hebrew', '24 Psychology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	25A Philosophy-Credit 	27 Music-C 	61A Computer Science-B 	1A Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-C 	61B Computer Science-B 	C61 Psychology-B 	24 Earth & Planetary Science-Credit 	94 Peace & Conflict Studies-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	R1B New Media-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	54 Mathematics-F 	1A Japanese-Credit 	50AC Env Sci, Policy, & Mgmt-B 	61C Computer Science-C 
label: 	['14 History', '96 Business Admin-Undergrad', '1 Cognitive Science', '70 Computer Science']
predict: 	['16B Mathematics', '12A Philosophy', '1B Biology', 'W1 Psychology', '5 Linguistics', 'C3 Economics', '3 German', '40 Plant Biology', '1B Chemistry', '4B Environmental Design']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R5A South Asian-B 	1 Physical Education-Credit 	98 Psychology-Credit 	1A Mathematics-C 	120 UGIS-UG Interdisc Studies-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	R1B Theater Dance & Perf Stds-B 	97 Education-Credit 	16B Mathematics-B 	10 Business Admin-Undergrad-C 	40 Plant Biology-A 	C142 South Asian-B 	140AC Education-C 	sem 2: 	major: ['Letters & Sci Undeclared']: 	W21 Statistics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	C100 Energy and Resources-B 	171AC Dutch-A 	1 Economics-C 	155 Env Sci, Policy, & Mgmt-A 
label: 	['100A Economics', '101B Economics', '26AC Music', '190AC Education']
predict: 	['10B Mathematics', 'H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '5 Linguistics', 'C3 Economics', '60 Civil & Environmental Eng', '1B Biology', 'C1 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Molecular & Cell Biology-Credit 	1A Chemistry-A 	3AC Anthropology-A 	1A Mathematics-A 	24 Integrative Biology-B 	1 Psychology-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-A 	3A Chemistry-A 	1B Mathematics-A 	61A Computer Science-A 	98 Molecular & Cell Biology-Credit 	R5B Slavic Languages & Lit-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	3BL Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	117A English-B 	70 Computer Science-Credit 	8A Physics-A 	98BC Computational Biology-Credit 	1A Biology-A 	1AL Biology-B 
label: 	['C100A Molecular & Cell Biology', '8B Physics', '184 Anthropology', '61B Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '20 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	39E African American Studies-Credit 	96 Mathematics-A 	98 Mathematics-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	R1A College Writing Programs-B 	61A Computer Science-C 	32 Mathematics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	98 African American Studies-Credit 	50AC Env Sci, Policy, & Mgmt-A 	61B Computer Science-D 	1A Mathematics-C 	sem 3: 	major: ['Letters & Sci Undeclared']: 	61B Computer Science-C 	98 Nutritional Science & Tox-Credit 	R1B Film-B 	1B Mathematics-C 
label: 	['10 Theater Dance & Perf Stds', '54 Mathematics', '97 Computer Science', '61C Computer Science']
predict: 	['40 Plant Biology', '3 German', 'R1A Theater Dance & Perf Stds', '1B Chinese', '24 History', '13 Art Practice', '3 Earth & Planetary Science', 'R5B Scandinavian', '2 Psychology', '2 Political Science']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	10 Bioengineering-A 	1AL Chemistry-A 	24 Bioengineering-Credit 	1A Mathematics-B 	1A Chemistry-B 	98 Mathematics-Credit 	sem 1: 	major: ['Bioengineering']: 	1B Mathematics-B 	25 Bioengineering-Credit 	3AL Chemistry-A 	3A Chemistry-C 	7A Physics-C 	sem 2: 	major: ['Bioengineering']: 	7 Engineering-B 	3AC Sociology-A 
label: 	['53 Mathematics', '1A Biology', '1AL Biology', '45 Engineering', '100 Bioengineering']
predict: 	['55 Mathematics', 'H1B Mathematics', '10A Mathematics', '16B Mathematics', '1A Mathematics', 'H53 Mathematics', '16A Mathematics', '32 Mathematics', 'H7A Physics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Civil Engineering']: 	7A Physics-C 	92 Civil & Environmental Eng-Credit 	1B Mathematics-B 	2 Spanish-B 	sem 1: 	major: ['Civil Engineering']: 	53 Mathematics-C 	11 Nutritional Science & Tox-A 	R1A Comparative Literature-B 	151 Peace & Conflict Studies-Credit 	7 Engineering-C 	sem 2: 	major: ['Civil Engineering']: 	60 Civil & Environmental Eng-C 	54 Mathematics-F 	70 Civil & Environmental Eng-B 	R1B English-B 
label: 	['7B Physics', '11 Civil & Environmental Eng', '10 Nutritional Science & Tox', 'C30 Civil & Environmental Eng', '93 Civil & Environmental Eng']
predict: 	['16B Mathematics', '16A Mathematics', '12A Philosophy', '1B Biology', '5 Linguistics', 'W1 Psychology', 'C3 Economics', '10 Business Admin-Undergrad', '3 German', '40 Plant Biology']
correct: 	[]

sem 0: 	major: ['Mechanical Engineering']: 	R1A Comparative Literature-C 	25 Engineering-C 	1A Chemistry-F 	1AL Chemistry-A 	1A Mathematics-F 	sem 1: 	major: ['Mechanical Engineering']: 	7 Engineering-B 	1A Mathematics-B 	26 Engineering-A 	1A Chemistry-B 	sem 2: 	major: ['Mechanical Engineering']: 	R1B History of Art-A 	1B Mathematics-A 
label: 	['7A Physics', '3AC Anthropology', '53 Mathematics', '27 Engineering']
predict: 	['H1B Mathematics', '10A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '4A Chemistry', '54 Mathematics', 'H7A Physics', '2 Statistics', '12A Philosophy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1AL Chemistry-A 	3 Physical Education-A 	1A Chemistry-B 	92 Engineering-Credit 	1A Mathematics-B 	24 Bioengineering-Credit 	R1B History-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	25 Bioengineering-Credit 	7A Physics-C 	24 Vision Science-Credit 	1B Mathematics-B 	3A Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	N3AL Chemistry-B 	61A Computer Science-No Credit 
label: 	['54 Mathematics', '61A Computer Science']
predict: 	['55 Mathematics', '10A Mathematics', '16B Mathematics', '1A Mathematics', 'H53 Mathematics', '16A Mathematics', '32 Mathematics', 'H7A Physics', '54 Mathematics', '12A Philosophy']
correct: 	['54 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	N2 College Writing Programs-Credit 	39D African American Studies-A 	24 Psychology-Credit 	sem 1: 	major: ['Electrical Eng & Comp Sci']: 	1A Mathematics-A 	98 Computer Science-Credit 	61A Computer Science-B 	R1A College Writing Programs-B 
label: 	['7A Physics', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology', '54 Mathematics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	24 Psychology-Credit 	50AC Env Sci, Policy, & Mgmt-A 	32 Mathematics-Credit 	sem 1: 	major: ['Electrical Eng & Comp Sci']: 	98 Engineering-No Credit 	61A Computer Science-C 	1A Mathematics-C 	98 Env Sci, Policy, & Mgmt-Credit 	98 Mathematics-Credit 
label: 	['1B Mathematics', '198 Computer Science', '98 Electrical Engineering', '21 Spanish']
predict: 	['5 Linguistics', 'W1 Psychology', '3 German', '40 Plant Biology', '24 History', '2 Political Science', '2 Psychology', '4B Environmental Design', '40 Geography', '1B Chinese']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	32 Mathematics-A 	N2 College Writing Programs-Credit 	24 Psychology-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	R1A College Writing Programs-B 	61A Computer Science-B 	1A Mathematics-A 
label: 	['7B Physics', '7A Physics', '54 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', 'H54 Mathematics', '55 Mathematics', '1B Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '3A Chemistry']
correct: 	['54 Mathematics']

sem 0: 	major: ['Civil Engineering']: 	32 Mathematics-B 	39A Education-B 	24 Psychology-Credit 	sem 1: 	major: ['Civil Engineering']: 	R1A College Writing Programs-B 	1AL Chemistry-B 	1A Mathematics-B 	1A Chemistry-C 	92 Civil & Environmental Eng-Credit 
label: 	['7 Engineering', '97 Chicano Studies', '1B Mathematics', '7A Physics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '2 Statistics', '12A Philosophy', 'C3 Economics', '5 Linguistics', '1B Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Psychology-Credit 	39D African American Studies-B 	32 Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	98BC Physics-Credit 	50 Chicano Studies-A 	1A Mathematics-B 	98 Chicano Studies-Credit 	98 Integrative Biology-Credit 
label: 	['1B Mathematics', 'R1A Chicano Studies', '7A Physics', '24 Chicano Studies']
predict: 	['10B Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '8B Physics', 'C3 Economics', '5 Linguistics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	94 Peace & Conflict Studies-Credit 	36 Classics-B 	61A Computer Science-B 	54 Mathematics-F 	sem 1: 	major: ['Letters & Sci Undeclared']: 	134 Statistics-No Credit 	107 Anthropology-Credit 	70 Computer Science-C 	54 Mathematics-D 
label: 	['47B Computer Science', '188 Computer Science', '110 Mathematics', '70 Computer Science', '111 Anthropology']
predict: 	['40 Plant Biology', '3 German', '4B Environmental Design', '13 Art Practice', '24 History', '45C English', '10 Astronomy', '20B Arabic', 'R1B Native American Studies', '3AL Chemistry']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Psychology-Credit 	32 Mathematics-C 	R1AN Chicano Studies-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-C 	1A Mathematics-C 	98 Mathematics-Credit 	10 American Studies-B 
label: 	['198 Public Health', '1B Mathematics', '116 Public Health', '61A Computer Science', '3AC Sociology']
predict: 	['3 German', '24 History', '13 Art Practice', '1B Chinese', 'R1A Theater Dance & Perf Stds', '4B Environmental Design', '3 Earth & Planetary Science', 'R5B Scandinavian', '20B Arabic', 'R1B Native American Studies']
correct: 	[]

sem 0: 	major: ['Architecture']: 	1A Chemistry-F 	31AC English-Credit 	92 Engineering-Credit 	1B Mathematics-F 	1AL Chemistry-B 
label: 	['1B Mathematics', '1A Chemistry', 'R1A Theater Dance & Perf Stds', '2 Economics', '53 Mathematics']
predict: 	['H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '5 Linguistics', 'C3 Economics', '1B Biology', 'W1 Psychology', '60 Civil & Environmental Eng', '10 Business Admin-Undergrad']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Comparative Literature-F 	97 Education-Credit 	54 Mathematics-F 	1 Latin-C 
label: 	['R4B College Writing Programs', '53 Mathematics', '2 Latin']
predict: 	['3 German', '40 Plant Biology', '4B Environmental Design', '24 History', '13 Art Practice', 'R5A Slavic Languages & Lit', '20B Arabic', '1B Chinese', '45C English', '2 Political Science']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	198 Business Admin-Undergrad-Credit 	94 Statistics-Credit 	R1B Film-Credit 	24 Env Sci, Policy, & Mgmt-Credit 	1A Mathematics-A 	61A Computer Science-B 
label: 	['160 Film', '1B Mathematics', '98 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['CNR Undeclared']: 	8A Physics-No Credit 	R1A College Writing Programs-B 	1A Mathematics-A 
label: 	['11 Nutritional Science & Tox', '1B Mathematics', '10 Astronomy', '2 Economics']
predict: 	['10B Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '8B Physics', '12A Philosophy', '7A Physics', '20 Statistics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Materials Science & Eng']: 	1A Chemistry-B 	98 Mechanical Engineering-Credit 	35AC Integrative Biology-A 	1AL Chemistry-A 	53 Mathematics-C 
label: 	['1B Chemistry', 'R1B English', '90 Design Innovation', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Eng Math & Statistics']: 	1A Chemistry-B 	92 Engineering-Credit 	1A Mathematics-A 	1AL Chemistry-A 	R1A African American Studies-B 
label: 	['179 Political Science', '53 Mathematics', '7A Physics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	1B Mathematics-C 	R1B Comparative Literature-B 	1A Chemistry-C 	25 Engineering-B 	1AL Chemistry-B 
label: 	['3AC Anthropology', '7 Engineering', '7A Physics', '53 Mathematics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '5 Linguistics', 'C3 Economics', '1B Biology', '40 Mechanical Engineering', '60 Civil & Environmental Eng']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Political Science-B 	1A Mathematics-B 	10 Nutritional Science & Tox-A 	1 Psychology-A 
label: 	['179 Political Science', 'R1A French', '1B Mathematics', '2 Political Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Bioengineering']: 	10 Bioengineering-A 	39A Materials Science & Eng-Credit 	98 Engineering-Credit 	53 Mathematics-C 	1A Chemistry-B 	1AL Chemistry-A 	24 Bioengineering-Credit 
label: 	['24 Integrative Biology', '24 Plant Biology', '24 Nuclear Engineering', '7A Physics', '7 Engineering', '25 Bioengineering', '3A Chemistry', '3AL Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['CNR Undeclared']: 	1A Chinese-No Credit 	R1B English-A 	1A Mathematics-A 	98 Mathematics-Credit 
label: 	['2 Economics', '3 Earth & Planetary Science', '1B Mathematics', '61A Computer Science']
predict: 	['10B Mathematics', 'H54 Mathematics', '1B Mathematics', '55 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B Rhetoric-A 	30 Italian Studies-A 	3AC Anthropology-A 	1B Mathematics-A 
label: 	['53 Mathematics', '97 Social Welfare', 'C8 Computer Science', '5 Sociology', '88 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Computer Science-A 	98 Theater Dance & Perf Stds-Credit 	26 Theater Dance & Perf Stds-A 	1A Mathematics-A 
label: 	['53 Mathematics', '20 Geography', '7B History', '61A Computer Science', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics', '1B Mathematics']

sem 0: 	major: ['Engineering Undeclared']: 	12 Landscape Arch & Env Plan-A 	53 Mathematics-B 	25 Engineering-B 	7A Physics-B 
label: 	['198 Mechanical Engineering', '100AC History', '7B Physics', '26 Engineering', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	C10 Physics-A 	10 Computer Science-A 	98 Mathematics-Credit 	98 Psychology-Credit 
label: 	['61A Computer Science', '7A Physics', '198 Psychology', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Industrial Eng & Ops Rsch']: 	1AL Chemistry-A 	98 Engineering-Credit 	1B Mathematics-B 	R1B English-B 	1A Chemistry-C 
label: 	['44 Music', '7A Physics', '7 Engineering', '1 Physical Education', '53 Mathematics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '2 Statistics', '12A Philosophy', '8B Physics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-C 	1B Mathematics-A 	1 Psychology-Credit 
label: 	['C8 Statistics', 'R1A College Writing Programs', '53 Mathematics']
predict: 	['1B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '54 Mathematics', '12A Philosophy', 'C3 Economics', '1B Biology', '5 Linguistics', '40 Mechanical Engineering']
correct: 	[]

sem 0: 	major: ['Chemical Engineering']: 	40 Chemical Engineering-C 	4A Chemistry-C 	10 Computer Science-A 	1A Mathematics-A 
label: 	['53 Mathematics', '7A Physics', '7 Engineering', '4B Chemistry']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '12A Philosophy', '1B Biology', 'C3 Economics', '5 Linguistics', '40 Mechanical Engineering', 'W1 Psychology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-C 	C70V Letters & Science-A 	61A Computer Science-B 	98 Computer Science-Credit 
label: 	['101B Portuguese', '198 Computer Science', '100 Linguistics', '101A Portuguese']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '20 Statistics', '2 Statistics']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-B 	24 Near Eastern Studies-A 	7A Physics-C 	1B Mathematics-B 
label: 	['13 French', '53 Mathematics', '2AC Anthropology', '7B Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	1A Mathematics-C 	R1B History of Art-B 	98 Engineering-Credit 	61A Computer Science-B 
label: 	['98 Electrical Engineering', '16A Electrical Engineering', '198 Computer Science']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '8B Physics', '12A Philosophy', '2 Statistics']
correct: 	[]

sem 0: 	major: ['Civil Engineering']: 	92 Civil & Environmental Eng-Credit 	70 Civil & Environmental Eng-C 	53 Mathematics-C 	98 Cognitive Science-Credit 	1AL Chemistry-A 	1A Chemistry-C 
label: 	['7A Physics', '54 Mathematics', '7 Engineering', 'R2A Asian American Studies']
predict: 	['H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '5 Linguistics', 'C3 Economics', 'W1 Psychology', '60 Civil & Environmental Eng', '10 Business Admin-Undergrad', '3 German']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	24 Education-A 	1B Mathematics-B 	2AC Anthropology-Credit 	98 Engineering-Credit 	98 Computer Science-Credit 	61A Computer Science-B 	98BC Philosophy-Credit 
label: 	['90 Design Innovation', 'R1A Comparative Literature', '16A Electrical Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C5 Letters & Science-B 	C10 Astronomy-B 	98 Public Health-Credit 	1A Mathematics-A 	10 Business Admin-Undergrad-B 
label: 	['2 Economics', '29 Music', '1B Mathematics', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	R4B College Writing Programs-B 	53 Mathematics-C 	61A Computer Science-F 	7A Physics-C 	sem 1: 	major: ['Electrical Eng & Comp Sci']: 	7B Physics-C 	61A Computer Science-C 	2 Spanish-A 
label: 	['198 Legal Studies', '98 Statistics', '54 Mathematics']
predict: 	['5 Linguistics', 'W1 Psychology', '10 Business Admin-Undergrad', '40 Plant Biology', '3 German', '4B Environmental Design', '24 History', '40 Geography', '2 Political Science', 'R5A Slavic Languages & Lit']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	3AL Chemistry-A 	3A Chemistry-B 	24 Bioengineering-Credit 	10 Bioengineering-A 	101AC American Studies-B 
label: 	['25 Bioengineering', '53 Mathematics', '7 Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	10 Bioengineering-B 	24 Bioengineering-Credit 	1AL Chemistry-A 	1A Chemistry-B 
label: 	['3AL Chemistry', '25 Bioengineering', '3A Chemistry', '1B Mathematics', '98 Public Policy', '1 Economics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Engineering Undeclared']: 	98 Engineering-Credit 	61A Computer Science-C 	98 Computer Science-Credit 	1A Mathematics-B 	3 French-B 
label: 	['7A Physics', '61B Computer Science', '4 French', '1B Mathematics']
predict: 	['10B Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '8B Physics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	39A Materials Science & Eng-Credit 	1A Mathematics-B 	C70U Letters & Science-A 	61A Computer Science-B 
label: 	['R1A English', '1B Mathematics', '24 Mechanical Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Civil Engineering']: 	7A Physics-C 	1B Mathematics-B 	R1B Theater Dance & Perf Stds-A 	92 Civil & Environmental Eng-Credit 	98 Engineering-Credit 
label: 	['53 Mathematics', '25 Bioengineering', '7B Physics', '7 Engineering']
predict: 	['10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy']
correct: 	[]

sem 0: 	major: ['Energy Engineering']: 	2AC Anthropology-B 	1B Mathematics-B 	1A Chemistry-C 	1AL Chemistry-A 	93 Engineering-Credit 
label: 	['53 Mathematics', '7A Physics', '7 Engineering']
predict: 	['10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C82 Geography-B 	C62 Molecular & Cell Biology-B 	1A Mathematics-B 	1 Psychology-C 
label: 	['25 Bioengineering', '1B Mathematics', '105B History', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-C 	R1B Comparative Literature-F 	24 Anthropology-Credit 	54 Mathematics-No Credit 
label: 	['24 Integrative Biology', 'R1B Comparative Literature', '40 Geography']
predict: 	['3 German', '4B Environmental Design', '13 Art Practice', '24 History', '45C English', '20B Arabic', 'R5B Anthropology', 'R1B Native American Studies', '20B Hebrew', '24 Computer Science']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Physical Education-A 	1AL Chemistry-A 	1A Mathematics-A 	1A Chemistry-B 	61A Computer Science-B 
label: 	['R1B Comparative Literature', '1B Mathematics', '97 Computer Science']
