sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Education-Credit 	C50 Buddhist Studies-A 	24 English-Credit 	98 Music-Credit 	20A Music-A 	C70V Letters & Science-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Education-Credit 	25A Music-A 	98 Music-Credit 	C103 Public Policy-A 	61 Interdisciplinary Studies-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	177 Dutch-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	100A Interdisciplinary Studies-A 	R5A South & SE Asian Studies-A 	115 Global Poverty & Practice-A 	sem 4: 	major: ['Letters & Sci Undeclared']: 	100 Legal Studies-A 	61 Molecular & Cell Biology-A 	C100 Development Studies-A 	R1B History of Art-A 	sem 5: 	major: ['Interdisciplinary Studies']: 	183 Anthropology-A 	1B Biology-A 	159AC Geography-A 	150 International & Area Stds-A 	sem 6: 	major: ['Interdisciplinary Studies']: 	8A Physics-B 	104 Gender & Womens Studies-Credit 	1A Chemistry-A 	1AL Chemistry-A 	158AC International & Area Stds-A 	sem 7: 	major: ['Interdisciplinary Studies']: 	189 Interdisciplinary Studies-A 	sem 8: 	major: ['Interdisciplinary Studies']: 	98 Mathematics-Credit 	3A Chemistry-A 	16A Mathematics-A 	123 Geography-A 	3AL Chemistry-A 
label: 	['105 Global Poverty & Practice', '3BL Chemistry', '1A Biology', '3B Chemistry', '1AL Biology']
sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-C 	74 Music-A 	1AL Chemistry-A 	R1B Comparative Literature-A 	1A Chemistry-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	1B Biology-B 	98 Molecular & Cell Biology-Credit 	C145 South & SE Asian Studies-A 	1B Mathematics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	N3AL Chemistry-A 	3B Chemistry-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	301C Chemistry-Credit 	3BL Chemistry-A 	138 History-B 	R1A Comparative Literature-A 	8A Physics-B 
label: 	['8B Physics', '1A Biology', 'W21 Statistics', '1AL Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '1A Chemistry', '150 Molecular & Cell Biology', '132 Integrative Biology', '1AL Biology', '7A Physics']
correct: 	['1A Biology', '8B Physics', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-B 	1AL Chemistry-A 	1 Psychology-A 	1B Mathematics-B 	R5B South & SE Asian Studies-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	116 Public Health-Credit 	10 Nutritional Science & Tox-A 	98 Public Health-Credit 	1B Biology-B 	3AL Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	8A Physics-Credit 	1A Biology-C 	3AC Sociology-B 	1AL Biology-C 	sem 3: 	major: ['L&S Public Health']: 	150D Public Health-B 	94 Peace & Conflict Studies-Credit 	142 Public Health-A 	3BL Chemistry-A 	3B Chemistry-D 
label: 	['3B Chemistry', '150E Public Health', '126 Public Health', '150A Public Health']
predict: 	['C100A Molecular & Cell Biology', '150 Molecular & Cell Biology', '1A Chemistry', '132 Integrative Biology', '140 Integrative Biology', '130A Molecular & Cell Biology', '137B Physics', '137A Physics', '120A Chemistry', '150L Molecular & Cell Biology']
correct: 	[]

sem 0: 	major: ['Nutritional Science']: 	R1B Celtic Studies-C 	98 Molecular & Cell Biology-Credit 	1AL Chemistry-A 	24 Portuguese-Credit 	10 Nutritional Science & Tox-A 	1A Chemistry-C 	sem 1: 	major: ['Nutritional Science']: 	3A Chemistry-B 	2 Psychology-A 	127AC History-A 	2 Statistics-B 	98 Public Health-Credit 	sem 2: 	major: ['Nutritional Science']: 	115 Global Poverty & Practice-Credit 	3B Chemistry-B 	32 Molecular & Cell Biology-B 	32L Molecular & Cell Biology-A 	3AL Chemistry-A 
label: 	['1A Biology', '1 Sociology', '1AL Biology', '11 Nutritional Science & Tox', '3BL Chemistry']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '1B Biology']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Nutritional Science']: 	R1B History of Art-A 	10 Nutritional Science & Tox-A 	1AL Chemistry-A 	1A Chemistry-C 	98 Rhetoric-Credit 	sem 1: 	major: ['Nutritional Science']: 	26AC Music-A 	3AL Chemistry-A 	24 Integrative Biology-Credit 	2 Statistics-B 	3A Chemistry-B 	sem 2: 	major: ['Nutritional Science']: 	3B Chemistry-B 	20A Music-A 	32L Molecular & Cell Biology-A 	2 Psychology-A 	32 Molecular & Cell Biology-B 
label: 	['3BL Chemistry', '1AL Biology', '198 English', '1A Biology', 'C101 Natural Resources', '104 Nutritional Science & Tox']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '1B Biology']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Nutritional Science']: 	R1B Celtic Studies-C 	1A Chemistry-B 	1A Japanese-A 	1AL Chemistry-A 	10 Nutritional Science & Tox-B 	sem 1: 	major: ['Nutritional Science']: 	1B Japanese-B 	98 Env Sci, Policy, & Mgmt-Credit 	2 Statistics-B 	3A Chemistry-B 	3AL Chemistry-A 	sem 2: 	major: ['Nutritional Science']: 	3B Chemistry-B 	32L Molecular & Cell Biology-A 	32 Molecular & Cell Biology-A 	10A Japanese-B 	3BL Chemistry-A 
label: 	['10B Japanese', '198BC Env Sci, Policy, & Mgmt', '3AC Sociology', 'C3 Economics', '1AL Biology', '1A Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10A Mathematics-B 	98 Integrative Biology-Credit 	98 Env Sci, Policy, & Mgmt-Credit 	1A Chemistry-C 	1AL Chemistry-A 	35AC Integrative Biology-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	11 Nutritional Science & Tox-A 	10B Mathematics-A 	98 Mathematics-Credit 	24 Near Eastern Studies-A 	3A Chemistry-A 	3AL Chemistry-A 	50 Film-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3BL Chemistry-A 	1 Physical Education-Credit 	1B Biology-B 	30 History-Credit 	3B Chemistry-A 
label: 	['1A Biology', '1 Psychology', '198 Psychology', 'C148 Env Sci, Policy, & Mgmt', '98 Cognitive Science', '1AL Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Nutritional Science']: 	3AC Sociology-A 	1A Chemistry-B 	97 Social Welfare-Credit 	94 Peace & Conflict Studies-Credit 	10 Nutritional Science & Tox-A 	1AL Chemistry-A 	sem 1: 	major: ['Nutritional Science']: 	2 Statistics-A 	3A Chemistry-B 	3AL Chemistry-A 	98 Mathematics-Credit 	C10 Astronomy-A 	sem 2: 	major: ['Nutritional Science']: 	3B Chemistry-B 	3BL Chemistry-A 	W1 Psychology-Credit 	32L Molecular & Cell Biology-A 	100XA Chinese-A 	32 Molecular & Cell Biology-A 
label: 	['100XB Chinese', '197 Ethnic Studies', 'C3 Economics', '1AL Biology', '1A Biology', 'R1B Linguistics']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-C 	C13 Astronomy-A 	1A Mathematics-B 	1AL Chemistry-A 	97 Asian American Studies-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	1B Mathematics-B 	3AL Chemistry-A 	27 English-A 	4 Philosophy-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1B Biology-B 	3BL Chemistry-A 	2AC Anthropology-A 	3B Chemistry-C 	10 Plant Biology-A 
label: 	['8A Physics', '1AL Biology', '2 Statistics', '1A Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '150 Molecular & Cell Biology', '1A Chemistry', '1AL Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Cognitive Science-Credit 	17A Classics-Credit 	C64 Molecular & Cell Biology-C 	1AL Chemistry-A 	1A Chemistry-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	3AL Chemistry-A 	1B Biology-B 	98 Molecular & Cell Biology-Credit 	1 Sociology-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Psychology-A 	3B Chemistry-A 	35AC Integrative Biology-Credit 	8A Physics-B 	3BL Chemistry-A 
label: 	['1AL Biology', '1A Biology', '10 Psychology', '5 Linguistics', 'R1B Theater Dance & Perf Stds']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '150 Molecular & Cell Biology', '1A Chemistry', '1AL Biology', '132 Integrative Biology', '100B Molecular & Cell Biology']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1AL Chemistry-B 	1A Chemistry-D 	35AC Integrative Biology-B 	10A Mathematics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Molecular & Cell Biology-Credit 	10B Mathematics-C 	15 Near Eastern Studies-A 	8A Physics-C 	2 Psychology-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-B 	84 Vision Science-Credit 	3A Chemistry-C 	25A Philosophy-B 	1B Biology-B 	R1A English-A 
label: 	['1A Biology', 'R1B Comparative Literature', '3B Chemistry', '3BL Chemistry', '1AL Biology']
predict: 	['1A Chemistry', '140 Integrative Biology', '137B Physics', '137A Physics', '150L Molecular & Cell Biology', '1B Chemistry', '7C Physics', 'H7B Physics', 'C148 Molecular & Cell Biology', '160L Molecular & Cell Biology']
correct: 	[]

sem 0: 	major: ['Nutritional Science']: 	R2B Asian American Studies-A 	98 African American Studies-Credit 	1A Chemistry-C 	1AL Chemistry-A 	10 Nutritional Science & Tox-B 	sem 1: 	major: ['Nutritional Science']: 	3A Chemistry-B 	1 Psychology-B 	179 Political Science-Credit 	26AC Music-A 	3AL Chemistry-A 	sem 2: 	major: ['Nutritional Science']: 	32L Molecular & Cell Biology-A 	32 Molecular & Cell Biology-C 	3B Chemistry-B 	3BL Chemistry-A 	1 Economics-B 
label: 	['131AC Education', '2 Physical Education', '1A Biology', 'W140A Education', '1AL Biology', '2 Statistics']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '150 Molecular & Cell Biology', '1AL Biology', '1A Chemistry', '132 Integrative Biology', '1B Biology']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-A 	1AL Chemistry-A 	4A History-A 	C70T Letters & Science-B 	1B Mathematics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-C 	1 Spanish-C 	54 Mathematics-D 	3AL Chemistry-B 	25AC Theater Dance & Perf Stds-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3BL Chemistry-D 	R5A South & SE Asian Studies-A 	3B Chemistry-C 	7A History-B 	8A Physics-B 
label: 	['100BP History', '8B Physics', '3BL Chemistry', '1A Biology', '1AL Biology', 'R4B College Writing Programs', '54 Mathematics']
predict: 	['1B Biology', '140 Integrative Biology', '150L Molecular & Cell Biology', '160L Molecular & Cell Biology', '104LF Integrative Biology', 'C103 Molecular & Cell Biology', 'C143B Integrative Biology', '138 Integrative Biology', '125 Chemistry', 'C130 Chemistry']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Letters & Science-Credit 	1A Chemistry-C 	1AL Chemistry-A 	1 French-A 	10A Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-A 	50AC Env Sci, Policy, & Mgmt-A 	2 French-B 	3A Chemistry-C 	10B Mathematics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98 Public Health-Credit 	1B Biology-B 	27 Music-A 	3BL Chemistry-A 	R5A German-A 	3B Chemistry-A 
label: 	['179 Anthropology', 'R1B French', '8A Physics', '1AL Biology', '1A Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '1AL Biology', '150 Molecular & Cell Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Nutritional Science']: 	R1A College Writing Programs-B 	1A Chemistry-C 	24 Vision Science-Credit 	16A Mathematics-B 	1AL Chemistry-A 	sem 1: 	major: ['Nutritional Science']: 	R1B History of Art-B 	16B Mathematics-B 	3AL Chemistry-B 	3A Chemistry-C 	11 Nutritional Science & Tox-A 	sem 2: 	major: ['Nutritional Science']: 	3B Chemistry-C 	32L Molecular & Cell Biology-A 	3AC Sociology-B 	98 Public Health-Credit 	3BL Chemistry-B 	32 Molecular & Cell Biology-B 
label: 	['2 Statistics', '1A Biology', '14 Public Health', '1AL Biology', 'W1 Psychology']
predict: 	['1B Biology', '132 Integrative Biology', '140 Integrative Biology', '137B Physics', '137A Physics', '120A Chemistry', '150L Molecular & Cell Biology', '7C Physics', '1B Chemistry', 'H7B Physics']
correct: 	[]

sem 0: 	major: ['Nutritional Science']: 	1A Chemistry-C 	10 Nutritional Science & Tox-B 	1AL Chemistry-A 	3AC Anthropology-A 	80A UGIS-UG Interdisc Studies-Credit 	sem 1: 	major: ['Nutritional Science']: 	1 Economics-C 	R1A Theater Dance & Perf Stds-A 	3AL Chemistry-B 	3A Chemistry-B 	sem 2: 	major: ['Nutritional Science']: 	32L Molecular & Cell Biology-A 	R1B History of Art-B 	3B Chemistry-C 	3BL Chemistry-A 	32 Molecular & Cell Biology-B 
label: 	['1A Biology', '11 Nutritional Science & Tox', '104 Nutritional Science & Tox', '1AL Biology', '130 Education', '102A Business Admin-Undergrad']
predict: 	['C100A Molecular & Cell Biology', '1AL Biology', '150 Molecular & Cell Biology', '1A Chemistry', '1B Biology', '132 Integrative Biology', '8A Physics', '140 Integrative Biology', '130A Molecular & Cell Biology', '137B Physics']
correct: 	['1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1AL Chemistry-B 	1A Mathematics-B 	35AC Integrative Biology-B 	1A Chemistry-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	1B Mathematics-C 	R1B Film-A 	3AL Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1B Biology-B 	40 Gender & Womens Studies-A 	98 Molecular & Cell Biology-Credit 	3BL Chemistry-B 	3B Chemistry-C 
label: 	['1AL Biology', '8A Physics', 'C182C History', '1A Biology']
predict: 	['8B Physics', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '1AL Biology', '1A Chemistry', '132 Integrative Biology', '150 Molecular & Cell Biology', '8A Physics', '140 Integrative Biology', '120A Chemistry']
correct: 	['1AL Biology', '8A Physics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1AL Chemistry-A 	1A Chemistry-B 	1A Mathematics-B 	41AC Ethnic Studies-B 	35AC Integrative Biology-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-A 	R1A Comparative Literature-A 	3A Chemistry-B 	130 Rhetoric-B 	1B Mathematics-B 	116 Public Health-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-B 	1 Psychology-B 	R1B Film-A 	1B Biology-C 	3BL Chemistry-B 
label: 	['84 English', '1AL Biology', '4 Spanish', '1A Biology', 'C61 Psychology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Computer Science-Credit 	1A Mathematics-A 	1AL Chemistry-A 	3AC Anthropology-A 	1A Chemistry-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	24 Integrative Biology-A 	C61 Psychology-B 	50 Film-A 	3A Chemistry-B 	3AL Chemistry-A 	1B Mathematics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	55 Molecular & Cell Biology-B 	7A Korean-A 	3B Chemistry-B 	1B Biology-B 	3BL Chemistry-A 
label: 	['8A Physics', '1A Biology', '1AL Biology', '1 Psychology', '1 Sociology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '132 Integrative Biology', '1AL Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1AL Chemistry-A 	1A Mathematics-B 	24 Bioengineering-Credit 	R1A Comparative Literature-B 	1A Chemistry-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	1B Mathematics-B 	3AC Anthropology-B 	3AL Chemistry-A 	C61 Psychology-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3BL Chemistry-A 	1AL Biology-C 	1A Biology-C 	3B Chemistry-C 	R1B Film-B 
label: 	['8A Physics', '96 Business Admin-Undergrad', '1 Psychology', '198 Psychology', '10 Nutritional Science & Tox', '147A Slavic Languages & Lit']
predict: 	['8B Physics', 'C100A Molecular & Cell Biology', '150 Molecular & Cell Biology', '1B Biology', '1A Chemistry', '132 Integrative Biology', '8A Physics', '140 Integrative Biology', '130A Molecular & Cell Biology', '150L Molecular & Cell Biology']
correct: 	['8A Physics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A College Writing Programs-A 	24 Integrative Biology-Credit 	1A Chemistry-C 	10A Mathematics-C 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	11 Nutritional Science & Tox-A 	3AL Chemistry-A 	98 Political Science-Credit 	10B Mathematics-B 	R5B Anthropology-B 	3A Chemistry-C 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-C 	128AC Asian American Studies-A 	98 Sociology-Credit 	3BL Chemistry-A 	1B Biology-B 
label: 	['1AL Biology', '8A Physics', '1A Biology', '98 Art Practice', '1 Psychology', '10 Peace & Conflict Studies']
predict: 	['150 Molecular & Cell Biology', '1A Chemistry', '132 Integrative Biology', '8A Physics', '140 Integrative Biology', '137B Physics', '137A Physics', '150L Molecular & Cell Biology', '7C Physics', '1B Chemistry']
correct: 	['8A Physics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 English-Credit 	1B Biology-B 	1AL Chemistry-A 	R1B Comparative Literature-B 	1A Chemistry-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	W1 Psychology-Credit 	W187 Interdisciplinary Studies-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-A 	1A Biology-C 	1 Physical Education-A 	1AL Biology-C 	180I Sociology-A 	3A Chemistry-B 
label: 	['3BL Chemistry', '1 Physical Education', '3B Chemistry', '8A Physics', '1 French']
predict: 	['8B Physics', '3B Chemistry', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '150 Molecular & Cell Biology', '1A Chemistry', '1B Biology', '132 Integrative Biology', '8A Physics', '7A Physics']
correct: 	['3B Chemistry', '8A Physics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Biology-B 	98 Mechanical Engineering-Credit 	50 Film-Credit 	1 Environmental Design-A 	1B Mathematics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-A 	1AL Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Psychology-A 	3AL Chemistry-A 	1A Biology-B 	1AL Biology-B 	3A Chemistry-B 	84 Vision Science-Credit 
label: 	['10 Computer Science', '8A Physics', '3BL Chemistry', '3B Chemistry']
predict: 	['110 Molecular & Cell Biology', '3B Chemistry', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '150 Molecular & Cell Biology', '132 Integrative Biology', '7A Physics', '1B Biology', '100B Molecular & Cell Biology']
correct: 	['3B Chemistry']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-B 	1A Chemistry-C 	24 Integrative Biology-Credit 	R1B Comparative Literature-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-B 	3AL Chemistry-A 	1B Mathematics-C 	3AC Anthropology-A 	179 Political Science-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-B 	7 Philosophy-A 	1B Biology-B 	3BL Chemistry-A 	179 Political Science-Credit 	301C Chemistry-Credit 
label: 	['1AL Biology', '45B English', '1A Biology', '301C Chemistry', '8A Physics']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '1A Chemistry', '132 Integrative Biology', '1AL Biology', '150 Molecular & Cell Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	1A Chemistry-B 	R44 Classics-C 	1AL Chemistry-A 	24 Bioengineering-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	4 Physical Education-A 	53 Mathematics-B 	3A Chemistry-B 	1B Biology-C 	3AL Chemistry-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	7A Physics-C 	3AC Sociology-B 	3BL Chemistry-C 	4 Physical Education-A 
label: 	['1AL Biology', '4 Physical Education', '7B Physics', '10Y Chinese', '1A Biology']
predict: 	['1A Biology', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '8A Physics', '137B Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	5 Linguistics-A 	1AL Chemistry-A 	1A Chemistry-B 	C70T Letters & Science-A 	1A Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-A 	R1B Film-A 	26 English-Credit 	1B Mathematics-B 	3A Chemistry-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	40C Letters & Science-A 	3B Chemistry-A 	3BL Chemistry-A 	R5A South & SE Asian Studies-A 	8A Physics-A 
label: 	['C160 Scandinavian', '198 Mechanical Engineering', '1AL Biology', '10 Computer Science', '26AC Music', '1A Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology', '7A Physics']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['CNR Undeclared']: 	C12 Astronomy-B 	10 Nutritional Science & Tox-A 	1A Mathematics-B 	C62 Molecular & Cell Biology-B 	sem 1: 	major: ['CNR Undeclared']: 	11 Nutritional Science & Tox-A 	98 Cognitive Science-Credit 	R1A College Writing Programs-A 	16B Mathematics-C 	sem 2: 	major: ['CNR Undeclared']: 	98 Nutritional Science & Tox-Credit 	32 Molecular & Cell Biology-B 	10 Letters & Science-Credit 	3AL Chemistry-A 	3A Chemistry-B 	32L Molecular & Cell Biology-A 
label: 	['7B History', '3BL Chemistry', '3B Chemistry', 'R1B Film']
predict: 	['1A Biology', '3B Chemistry', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '1A Chemistry', '1AL Biology', '150 Molecular & Cell Biology', '132 Integrative Biology', '1B Biology']
correct: 	['3B Chemistry']

sem 0: 	major: ['CNR Undeclared']: 	1A Filipino-A 	1A Chemistry-C 	98 Nutritional Science & Tox-Credit 	1AL Chemistry-A 	98 Asian American Studies-Credit 	10 Nutritional Science & Tox-A 	sem 1: 	major: ['CNR Undeclared']: 	3A Chemistry-C 	1B Filipino-A 	R1A Rhetoric-B 	16A Mathematics-A 	3AL Chemistry-C 
label: 	['32L Molecular & Cell Biology', '100A Filipino', '1A Biology', '32 Molecular & Cell Biology', '1AL Biology', '16B Mathematics']
predict: 	['C112L Molecular & Cell Biology', 'H7A Physics', 'C62 Molecular & Cell Biology', 'C10 Physics', '3BL Chemistry', '158LF Integrative Biology', '117 Integrative Biology', '111 Physics', '105 Chemistry', '143 Molecular & Cell Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	1A Chemistry-C 	1 Physical Education-Credit 	1 French-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-B 	3AL Chemistry-A 	3A Chemistry-B 	2 French-A 	R1A African American Studies-A 
label: 	['3 French', '3B Chemistry', '1AL Biology', '3BL Chemistry', 'R1B French', '1A Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', '3B Chemistry', 'C100A Molecular & Cell Biology', '8B Physics', '104 Molecular & Cell Biology', '1A Chemistry', '1AL Biology', '150 Molecular & Cell Biology', '132 Integrative Biology']
correct: 	['1A Biology', '3B Chemistry', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	98 Molecular & Cell Biology-Credit 	2 Political Science-A 	1A Chemistry-B 	1AL Chemistry-A 	98 Psychology-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-B 	16B Mathematics-B 	27 Music-A 	3A Chemistry-B 	3AL Chemistry-A 
label: 	['R1B Theater Dance & Perf Stds', '1 Physical Education', '1AL Biology', '3BL Chemistry', '1A Biology']
predict: 	['1A Biology', '110 Molecular & Cell Biology', '3B Chemistry', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology']
correct: 	['1A Biology', '1AL Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-B 	1AL Chemistry-A 	3AC Anthropology-A 	39D Social Welfare-Credit 	16B Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Theater Dance & Perf Stds-Credit 	3AL Chemistry-A 	137B English-A 	1B Biology-A 	1 Psychology-A 	3A Chemistry-B 
label: 	['90 Env Sci, Policy, & Mgmt', '3B Chemistry', '1AL Biology', '15 Env Sci, Policy, & Mgmt', '1A Biology', '3BL Chemistry']
predict: 	['1A Biology', '110 Molecular & Cell Biology', '3B Chemistry', 'C100A Molecular & Cell Biology', '104 Molecular & Cell Biology', '8B Physics', '1A Chemistry', '150 Molecular & Cell Biology', '1AL Biology', '132 Integrative Biology']
correct: 	['1A Biology', '3B Chemistry', '1AL Biology']

